title,rating
Execution Squad,3.1861702127659575
Rabbit Without Ears,3.1864406779661016
Birthday Girl,3.1865401987353206
Force of Evil,3.1866666666666665
Outbreak,3.1870794078061913
"Bon Voyage, Charlie Brown (and Don't Come Back!)",3.1875
Chicago Cab,3.1875
Deadly Surveillance,3.1875
Green Ice,3.1875
"Leafie, a Hen Into the Wild",3.1875
Let Me In,3.1875
Privates on Parade,3.1875
Scary Godmother: Halloween Spooktakular,3.1875
"Synecdoche, New York",3.1875
The In Crowd,3.1875
The Magic of Méliès,3.1875
The Stars Look Down,3.1875
Wendy and Lucy,3.1875
Shaolin vs. Lama,3.188202247191011
The Kid,3.1884057971014492
The Beat That My Heart Skipped,3.189189189189189
I Love You Phillip Morris,3.189655172413793
Memory Lane,3.1897506925207755
Alma,3.19
The Evil of Frankenstein,3.1903225806451614
I Shot Jesse James,3.1904761904761907
K-PAX,3.1904761904761907
Sharpe's Rifles,3.1904761904761907
The Naked Eye,3.1904761904761907
Man with the Screaming Brain,3.190858725761773
Guarding Tess,3.1911764705882355
Color of Night,3.1914223781998348
Hard Candy,3.191919191919192
What's Eating Gilbert Grape,3.192183019573619
Inside Out,3.1923076923076925
The Stone Boy,3.1923076923076925
Mexican Hayride,3.1931818181818183
Afterschool,3.193548387096774
Pretty Baby,3.19375
Tulpan,3.1939313984168867
Bread and Tulips,3.1939479145745464
Erreur de la banque en votre faveur,3.1939890710382515
Sket,3.1940928270042193
Platon,3.1944444444444446
Verboten!,3.1944444444444446
Parenthood,3.194538731967511
Teenage Mutant Ninja Turtles,3.194921875
Dominick and Eugene,3.1954314720812182
New Kids Nitro,3.1956521739130435
Snatch,3.1958545364279507
Prep & Landing,3.1964285714285716
Bangkok Dangerous,3.196700772603884
The Last Castle,3.1968984271644865
Apocalypto,3.197674418604651
Liberty Stands Still,3.1977648202138
Retrograde,3.19811320754717
The Lodger: A Story of the London Fog,3.19811320754717
Joint Security Area,3.198186528497409
The Innocent,3.1982758620689653
Planet of the Apes,3.1984126984126986
Mala Noche,3.1985698569856984
Rush Hour 3,3.1988636363636362
Star Wars: Episode III - Revenge of the Sith,3.1990069779924855
Infinity,3.199142156862745
Revolutionary Road,3.199422891952549
The Hiding Place,3.1995397764628533
Escape from the Planet of the Apes,3.199909008189263
Millennium,3.1999105545617175
Cocaine: One Man's Seduction,3.2
Courage for Every Day,3.2
Desperately Seeking Susan,3.2
Gold of Rome,3.2
Harvard Man,3.2
Height,3.2
I Don't Want to Talk About It,3.2
Johan Falk: De 107 patrioterna,3.2
Made in Mexico,3.2
Maledetto il giorno che t'ho incontrato,3.2
Mammoth,3.2
My Fake Fiance,3.2
One Girl's Confession,3.2
Redd Inc.,3.2
Rings,3.2
Romance,3.2
Some Voices,3.2
The Suspicions of Mr. Whicher: The Murder at Road Hill House,3.2
Vesna Goes Fast,3.2
Walking With Dinosaurs,3.2
Let's Get Harry,3.2005925409550366
Elite Squad,3.2008317681781593
Modern Times,3.2011004784688994
Birth of the Blues,3.2016129032258065
Disfigured,3.2017543859649122
The Snows of Kilimanjaro,3.2020408163265306
Our Hospitality,3.2027027027027026
Race to Space,3.2027027027027026
Legendary Assassin,3.2028985507246377
Mimic,3.2031802120141344
The Legend of Zorro,3.2035714285714287
Holiday for Henrietta,3.2043189368770766
Batman,3.205105633802817
The Jane Austen Book Club,3.2054545454545456
Vice Versa,3.205965909090909
The Last Mistress,3.2060191645734486
Dante's Hell Animated,3.2061855670103094
Danger: Diabolik,3.20625
Cell Count,3.206896551724138
Domésticas,3.206896551724138
Krabat and the Legend of the Satanic Mill,3.207317073170732
Brooklyn Boheme,3.2083333333333335
Fate of a Man,3.2083333333333335
Parental Guidance,3.2083333333333335
Reflection,3.2083333333333335
The Angels' Share,3.2083333333333335
The Class,3.2083333333333335
88 Minutes,3.2084663763909047
Bowling for Columbine,3.208520179372197
Falling Angels,3.208588957055215
City of Angels,3.208695652173913
Code 46,3.208835341365462
The Very Thought of You,3.2090934804129545
The Impossible Voyage,3.2093023255813953
The Man with the Golden Gun,3.210144927536232
The Stig-Helmer Story,3.210191082802548
Synth Britannia,3.210526315789474
Willy Wonka & the Chocolate Factory,3.2108323413606814
The Pretender 2001,3.2109144542772863
National Treasure,3.211373126995824
Blackmail,3.2114295700803916
Dr. Jekyll and Mr. Hyde,3.211725293132328
"Amigo, Stay Away",3.212261206143089
In Good Company,3.2133333333333334
The Ring,3.2133569739952716
Mercy,3.2135858915741347
Beyond the Walls,3.2142857142857144
Certain Prey,3.2142857142857144
Chouga,3.2142857142857144
Radioactive Dreams,3.2142857142857144
Rescue From Gilligan's Island,3.2142857142857144
Something to Sing About,3.2142857142857144
The Duke Is Tops,3.2142857142857144
The Tall Target,3.2142857142857144
Pacific Heights,3.214536807278743
Blind Chance,3.215686274509804
The Lost Boys,3.2159863945578233
Class of Nuke 'Em High 2: Subhumanoid Meltdown,3.216867469879518
28 Days Later,3.216995126086035
Choose,3.2175
Ator IV: The Hobgoblin,3.217948717948718
The Doctor,3.217948717948718
DragonHeart,3.21875
Red Light,3.21875
The Phantom Planet,3.21875
Young Adam,3.2194543297746145
The Exorcism of Emily Rose,3.2196485623003195
Cabin Boy,3.2196531791907512
Nosferatu,3.219820579204046
Dillinger Is Dead,3.22
The Even Stevens Movie,3.220057306590258
High School,3.221311475409836
Nowhere,3.221590909090909
Annie,3.2222222222222223
Escape Plan,3.2222222222222223
Garbo Talks,3.2222222222222223
Hercules,3.2222222222222223
Leila,3.2222222222222223
Looking for Comedy in the Muslim World,3.2222222222222223
Portrait of Jason,3.2222222222222223
Stealing a Nation,3.2222222222222223
The Kennedys,3.2222222222222223
The Pilot's Wife,3.2222222222222223
The Sea That Thinks,3.2222222222222223
The Untold Story,3.2222222222222223
Triple 9,3.2222222222222223
Area 407,3.222972972972973
Revenge of the Zombies,3.223076923076923
Get Carter,3.2232824427480917
Flesh,3.2232905982905984
Che: Part One,3.223404255319149
Club Paradise,3.223669309173273
Shrek,3.224336793540946
The Pope Must Die,3.2244897959183674
Balzac and the Little Chinese Seamstress,3.225063398140321
Little Buddha,3.2255260750228727
Amores perros,3.225922131147541
Crime Spree,3.2261904761904763
Stromboli,3.2264150943396226
Blindsight,3.227272727272727
Carbon Nation,3.227272727272727
Charlie Chan and the Curse of the Dragon Queen,3.227272727272727
Hiding Out,3.227272727272727
Jimmy the Gent,3.227272727272727
Suraj Ka Satvan Ghoda,3.227272727272727
The Atomic States Of America,3.227272727272727
The Forgotten Space,3.227272727272727
The Red Tent,3.227272727272727
Last Woman on Earth,3.2273316062176165
Captain Corelli's Mandolin,3.227576007703948
My Rainy Days,3.227777777777778
La Chinoise,3.22797131147541
"Elvira, Mistress of the Dark",3.228486646884273
Into the Wild,3.2288888888888887
The Horsemen,3.2289644012944985
Ae Fond Kiss...,3.2293510324483776
Breach,3.229357798165138
The Weeping Camel,3.2294921875
8½,3.2299046321525884
Gold Diggers in Paris,3.2301038062283736
"Goodbye, Dragon Inn",3.230769230769231
King of the Jungle,3.230769230769231
The Good Heart,3.230769230769231
The Perfect Storm,3.231238920622415
The Princess of Montpensier,3.231707317073171
"Lock, Stock and Two Smoking Barrels",3.232303877366997
Ju-on: White Ghost,3.2323759791122715
Godzilla vs. The Sea Monster,3.232524964336662
Rocky V,3.2328158758101946
Maradona by Kusturica,3.2329255861365955
Snow White and the Seven Dwarfs,3.2330028328611897
A Cure for Love,3.233249581239531
House of Dracula,3.233413751507841
Dracula,3.2336448598130842
Panic Room,3.233695652173913
Ride Lonesome,3.234042553191489
Orders to Kill,3.234375
A Tale of Two Cities,3.234755299659775
Dreamcatcher,3.235294117647059
Once a Gangster,3.235294117647059
The Legend of Bagger Vance,3.235603543743079
Mishima: A Life in Four Chapters,3.235632183908046
Van Helsing,3.2363636363636363
Women,3.236842105263158
Ariel,3.2369531849577897
Ghost Dog: The Way of the Samurai,3.2371005005775895
Spaceballs,3.237354085603113
The Nomi Song,3.2374482086278333
Dinocroc,3.2375
Ordet,3.238095238095238
The Rains Came,3.238095238095238
The Old Crocodile,3.238562091503268
Ardor,3.239130434782609
Donkey Skin,3.239130434782609
That'll Be The Day,3.239130434782609
Zidane - A 21st Century Portrait,3.239130434782609
Whale Rider,3.239810636881426
Bloody Sunday,3.24
Rudo & Cursi,3.240322580645161
Lady Frankenstein,3.2403846153846154
Princess and the Pony,3.240740740740741
Lion's Den,3.2410714285714284
Antz,3.241635687732342
Serial Killing 101,3.2419354838709675
Frida,3.2421875
Stardust,3.242857142857143
The Haunted,3.2430883344571813
Aurora,3.2432432432432434
Nightwatch,3.2432432432432434
The Count,3.2432432432432434
Gandhi,3.2433157128629433
The Swissmakers,3.2435897435897436
The Devil's Rain,3.2436974789915967
Small Potatoes: Who Killed the USFL?,3.243801652892562
God Tussi Great Ho,3.2439024390243905
Bull Durham,3.2440119760479043
Fate Is the Hunter,3.244186046511628
Octopussy,3.2442396313364057
From 180 & Taller,3.2444444444444445
Tempo,3.24468085106383
Myra Breckinridge,3.2451923076923075
Rush Hour 2,3.2457627118644066
Ludwig,3.246359793330202
Will Penny,3.246805502691534
Insomnia,3.246987951807229
Last of the Renegades,3.247292843691149
The Short Game,3.247887323943662
Ali: Fear Eats the Soul,3.248310158362302
High Noon,3.2486678507992894
Jay and Silent Bob Strike Back,3.2492016605460643
Spanglish,3.249398593634345
A Nest of Gentry,3.25
A Teacher,3.25
A Time For Dying,3.25
Above and Beyond,3.25
Afterparty,3.25
American Madness,3.25
Avanak Apdi,3.25
Battlestar Galactica: The Plan,3.25
Beyond the Law,3.25
Black Belly of the Tarantula,3.25
Campus Rhythm,3.25
Caroline?,3.25
Chairman of the Board,3.25
Ci vuole un gran fisico,3.25
Crazed Fruit,3.25
Crulic - The Path to Beyond,3.25
Dead Daughters,3.25
Dead End,3.25
Dear Santa,3.25
Descendents,3.25
Dick Tracy,3.25
Do You Wanna Know a Secret?,3.25
Doctor at Sea,3.25
Double zéro,3.25
Dreams of a Life,3.25
End of the Road,3.25
Enemies: A Love Story,3.25
Faat Kiné,3.25
Fatty and Mabel Adrift,3.25
Foreign Parts,3.25
From the Clouds to the Resistance,3.25
Gor,3.25
Grown Ups 2,3.25
Gulliver's Travels,3.25
"Hello, We Are Your Cover!",3.25
"Hen, His Wife",3.25
Holiday For Lovers,3.25
Hot T-Shirts,3.25
How Tasty Was My Little Frenchman,3.25
I Love You Rosa,3.25
In The City,3.25
In the Name of...,3.25
Katt Williams: Kattpacalypse,3.25
Kevin Hart: Seriously Funny,3.25
Kilometre Zero,3.25
Kuningas Litmanen,3.25
Land and Freedom,3.25
Las Acacias,3.25
Let Us Be Gay,3.25
Mandragora,3.25
Manny & Lo,3.25
Mars,3.25
Meskada,3.25
Miracle In Lane 2,3.25
Mods,3.25
Mujhse Dosti Karoge!,3.25
"Murder, He Says",3.25
My Stuff,3.25
Mystery,3.25
Oklahoma!,3.25
Oliver's Story,3.25
Olympian Holiday,3.25
Open Heart,3.25
Paradise Road,3.25
Party 7,3.25
Pekka ja Pätkä neekereinä,3.25
Penelope,3.25
Photographic Memory,3.25
Prohibition,3.25
Pumping Iron II: The Women,3.25
"Red Firecracker, Green Firecracker",3.25
Rosas Höllenfahrt,3.25
Saint,3.25
Seattle Superstorm,3.25
Showdown at Area 51,3.25
Stateless Things,3.25
Strangers,3.25
Student of the Year,3.25
Summer of Goliath,3.25
Sun Don't Shine,3.25
Swinging with the Finkels,3.25
The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra,3.25
The Amazons,3.25
The Autobiography of Miss Jane Pittman,3.25
The Battle of Chile - Part II,3.25
The Boob,3.25
The Borrowers,3.25
The Challengers,3.25
The Expendables 2,3.25
The Flight That Fought Back,3.25
The Flight of Dragons,3.25
The Last Seduction II,3.25
The Legend of Suram Fortress,3.25
The Little Kidnappers,3.25
The Look of Love,3.25
The Magic Gloves,3.25
The Palermo Connection,3.25
The Perfect Holiday,3.25
The Pirate Movie,3.25
The Pursuit of Unhappiness,3.25
The Spirit of '76,3.25
The Teacher,3.25
The Vikings,3.25
The Woman Who Drinks,3.25
The Young Lady and the Hooligan,3.25
Three Brothers,3.25
Time Freak,3.25
Tom Dick and Harry,3.25
Typhoon,3.25
Vengeance Can Wait,3.25
Violent City,3.25
Why Change Your Wife?,3.25
Winter in the Blood,3.25
Woman Times Seven,3.25
You Killed Me First,3.25
"You're Out of Your Mind, Madicken",3.25
Trouble in Mind,3.250298685782557
Born to the West,3.252577319587629
Cool Runnings,3.2527472527472527
Austin Powers: International Man of Mystery,3.2531645569620253
Vice Squad,3.253706754530478
Alive,3.2546296296296298
Anatomy of Hell,3.254748391978812
Manufacturing Dissent,3.2549019607843137
The Other Side of Midnight,3.2555555555555555
Stuck on You,3.2556528081692195
Jack,3.255656108597285
La Jetée,3.255735056542811
The Game,3.25625
"Isoroku Yamamoto, the Commander-in-Chief of the Combined Fleet",3.2564102564102564
10 Things I Hate About You,3.2566995768688294
Irène,3.2567567567567566
Requiem,3.257234726688103
Blue Velvet,3.2580645161290325
Adoration,3.2586206896551726
Swimming to Cambodia,3.2586898395721926
The Meaning of Life,3.2588996763754046
Zabriskie Point,3.2590361445783134
Hercules in New York,3.2590909090909093
The Tortured,3.2592491838955384
City of Ghosts,3.259259259259259
Tanya's Island,3.259259259259259
Candy,3.259450171821306
Out of Time,3.260423506237689
Feast of All Saints,3.260648148148148
Trading Places,3.2607238605898123
An Elephant Can Be Extremely Deceptive,3.2608350951374208
A Fish Called Wanda,3.260869565217391
Felicity: An American Girl Adventure,3.260869565217391
Mortadelo & Filemon: The Big Adventure,3.260869565217391
My Wrongs 8245-8249 And 117,3.260869565217391
Miss Kicki,3.2613636363636362
Blue Like Jazz,3.261627906976744
The Garden of the Finzi-Continis,3.2620967741935485
Once Upon a Time in the West,3.262135922330097
One Million Years B.C.,3.262452711223203
Body and Soul,3.2625
The Right of the Weakest,3.2627737226277373
Touch of Evil,3.2627755511022043
The World According to Monsanto,3.2627906976744185
Downtown '81,3.263157894736842
Stay Hungry,3.263157894736842
Irina Palm,3.2635983263598325
The Pet,3.2636138613861387
The Hunting Party,3.264018691588785
Invasion of the Flesh Hunters,3.2641509433962264
The Mummy: Tomb of the Dragon Emperor,3.264203709155137
Rendition,3.2642857142857142
Blood River,3.264705882352941
Grotesque,3.264705882352941
Carmina or Blow Up,3.265151515151515
Junior Size 36,3.2657894736842104
The Transporter,3.2660550458715596
Beneath Loch Ness,3.2661290322580645
The Prime of Miss Jean Brodie,3.2664473684210527
A Blank on the Map,3.2666666666666666
Born on the Fourth of July,3.2666666666666666
The Forest for the Trees,3.2666666666666666
The River Wild,3.2666666666666666
L'Avventura,3.2672176308539944
The Desert Fox: The Story of Rommel,3.267857142857143
Open Your Eyes,3.2683333333333335
Waterland,3.2685185185185186
638 Ways to Kill Castro,3.269230769230769
Babysitter Wanted,3.269230769230769
Erotic Nights of the Living Dead,3.269230769230769
Noodle,3.269230769230769
Secuestro Express,3.269230769230769
Target,3.269230769230769
The Forest,3.269230769230769
The Great Gabbo,3.269230769230769
The Gruffalo's Child,3.269230769230769
Vantage Point,3.269230769230769
Passed Away,3.2697368421052633
La Vie en Rose,3.269928945594108
Breaking the Waves,3.2701955495616994
Nausicaä of the Valley of the Wind,3.2703649635036496
Baron Blood,3.2705078125
The Boys from County Clare,3.2707503032403396
Zatôichi's Pilgrimage,3.2708333333333335
The Horror of Party Beach,3.2714285714285714
Max and the Junkmen,3.2718832891246685
Shortbus,3.271949685534591
Iron Jawed Angels,3.272222222222222
Children of Beslan,3.272727272727273
Foreign Land,3.272727272727273
One Day in September,3.272727272727273
Ossessione,3.272727272727273
The Gangster,3.272727272727273
The Manzanar Fishing Club,3.272727272727273
Taxi Driver,3.2730290456431534
The Skulls II,3.273049645390071
Hoosiers,3.273250239693193
Fire Birds,3.2732919254658386
Stopped on Track,3.2735849056603774
Fear of Fear,3.274193548387097
The Killing Fields,3.274193548387097
The Dirty Dozen,3.274264705882353
The Curious Case of Benjamin Button,3.2746478873239435
The X Files: I Want to Believe,3.2754946727549465
The House in Montevideo,3.2758620689655173
Journey to the Beginning of Time,3.276
Violette,3.2762237762237763
Intruder,3.276243093922652
The Patriot,3.2764084507042255
The Blood of Fu Manchu,3.2769861061631635
"Farewell, My Lovely",3.277004586430492
The Bed-Sitting Room,3.277227722772277
Lorna's Silence,3.27734375
"Bell, Book and Candle",3.277692637773555
Van Gogh,3.277770465912082
Citizen's Band,3.2777777777777777
Fly Away,3.2777777777777777
Himizu,3.2777777777777777
Jackass: The Movie,3.2777777777777777
Just Sex and Nothing Else,3.2777777777777777
Sealed Lips,3.2777777777777777
The New Protocol,3.2777777777777777
Sex and the City,3.277825711820535
Se7en,3.2782805429864252
Wasabi,3.278630239520958
The Valley of the Bees,3.2790697674418605
"The Adventures of Priscilla, Queen of the Desert",3.2792561718499518
Dark Blue Almost Black,3.279383429672447
Signs,3.2794117647058822
Along Came a Spider,3.2795376712328768
Orgy of the Dead,3.28
Dracula,3.2804054054054053
Our Lips Are Sealed,3.280701754385965
Brothers,3.280821917808219
Angelina,3.28125
The Lost Room,3.28125
Stranger Than Paradise,3.281410727406319
The Woman in Red,3.281437125748503
The Number 23,3.281651997291808
Witch's Night Out,3.281725888324873
The Outfit,3.282051282051282
How to Cook Your Life,3.2824074074074074
Kill the Irishman,3.282608695652174
The Whole Town's Talking,3.282608695652174
Anotherworld,3.283333333333333
Imagination,3.283333333333333
King Cobra,3.283333333333333
American: The Bill Hicks Story,3.284090909090909
Mary Shelley's Frankenstein,3.2846715328467155
Carla's Song,3.2847643827695867
Lost Highway,3.2848932676518885
Paper Man,3.285077951002227
The Terminator,3.2856009070294783
At the Earth's Core,3.2857142857142856
Friends with Kids,3.2857142857142856
Girl vs. Monster,3.2857142857142856
Intern Academy,3.2857142857142856
Reign of Fire,3.2857142857142856
Suppose They Gave a War and Nobody Came?,3.2857142857142856
Ten Benny,3.2857142857142856
The Citadel,3.2857142857142856
The Invader,3.2857142857142856
The Life Aquatic with Steve Zissou,3.286617492096944
The Marriage of Maria Braun,3.2867886987664146
Crash,3.2868852459016393
Jellyfish,3.287037037037037
Supervixens,3.287037037037037
Chocolat,3.28719723183391
Man of Iron,3.2872634806671153
Brighton Beach Memoirs,3.2875
Nightfall,3.2875
Jurassic Park III,3.2881944444444446
The Far Horizons,3.288349514563107
Mirrored Mind,3.288702928870293
Power,3.2888120678818353
Pet Sematary,3.2890625
Breathless,3.289855072463768
Fanny Hill,3.2903225806451615
Ghostbusters,3.2906976744186047
Never Too Young to Die,3.2911392405063293
The Woods,3.2911392405063293
Fixing Frank,3.291581108829569
The Time Machine,3.291599353796446
Count Dracula's Great Love,3.2916666666666665
Countdown,3.2916666666666665
First Name: Carmen,3.2916666666666665
Garage Days,3.2916666666666665
Urbania,3.2916666666666665
Homeless to Harvard: The Liz Murray Story,3.2919254658385095
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,3.2919621749408985
"Silent Night, Deadly Night 5: The Toy Maker",3.292682926829268
Charlie Muffin,3.2928571428571427
The Butter Battle Book,3.293368467281511
Lost in Space,3.2934782608695654
Kikujiro,3.2935675182481754
Insiang,3.2938931297709924
Turbulence,3.2941176470588234
Silent Light,3.2942609637249594
Robin Hood: Prince of Thieves,3.294776119402985
Times and Winds,3.2948717948717947
Bandido!,3.294874689546173
Murder by Proxy:  How America Went Postal,3.2954545454545454
Sex: The Annabel Chong Story,3.2954545454545454
In My Skin,3.2954682779456195
Blood Diamond,3.295602540397138
Corridor of Mirrors,3.295918367346939
25th Hour,3.2959582790091266
Australia,3.2962962962962963
Avengers: Age of Ultron,3.2962962962962963
Blondie of the Follies,3.297071129707113
Universal Soldier III: Unfinished Business,3.2972972972972974
Faces,3.2979127134724857
Palmetto,3.2982456140350878
Enemy at the Gates,3.2983193277310923
The Domino Principle,3.298865069356873
War of the Worlds,3.2990041928721174
127 Hours,3.3
A Modern Coed,3.3
Along Came Jones,3.3
Arachnoquake,3.3
Armageddon,3.3
Baby Mama,3.3
Best Foot Forward,3.3
Divergent,3.3
"Good Men, Good Women",3.3
I Won the New Year's Lottery,3.3
Little Richard,3.3
Mostly Martha,3.3
Placido,3.3
Queen: Days of Our Lives,3.3
Return of Sabata,3.3
Reverse,3.3
S.W.A.T.: Firefight,3.3
Stormy Waters,3.3
The Devil's Needle,3.3
The Good Mother,3.3
The Mahabharata,3.3
The Man Who Left His Will on Film,3.3
The Strip,3.3
The Work and the Glory,3.3
Wild Flowers,3.3
The Man Who Knew Too Much,3.3002793296089385
Jack & Sarah,3.3004085898897757
Cutaway,3.300503235082674
Pirates of the Caribbean: The Curse of the Black Pearl,3.3006076546345002
Destroy All Monsters,3.3008921771298008
True Heart,3.301282051282051
Sparrow,3.301371951219512
Groundhog Day,3.3016528925619837
St. Ives,3.30188679245283
Wild Wild West,3.3020833333333335
Hold Up,3.302114803625378
Underground,3.3026255181943807
Boy Eats Girl,3.3026315789473686
Fred Claus,3.3026315789473686
Devil in a Blue Dress,3.3027777777777776
David,3.303061934585943
Legionnaire,3.303084648493544
High Heels,3.3034188034188032
Crimetime,3.3035714285714284
Deaf,3.3035714285714284
The Jazz Singer,3.3035714285714284
The Night Holds Terror,3.3035714285714284
Along Came Polly,3.3037974683544302
S21: The Khmer Rouge Death Machine,3.3038793103448274
Frankenstein and the Monster from Hell,3.3039383561643834
Knight Moves,3.304289544235925
Batman,3.304666666666667
The Savages,3.3046875
The Chorus,3.3054034963800105
A Letter to Three Wives,3.3055555555555554
Goodbye,3.3055555555555554
Muriel's Wedding,3.3056314119123185
The Diving Bell and the Butterfly,3.305879371515459
Cool as Ice,3.306024096385542
Jack & Diane,3.306122448979592
Brothers and Sisters of the Toda Family,3.3076923076923075
Hellraiser: Bloodline,3.3076923076923075
Scooby-Doo! and the Reluctant Werewolf,3.3076923076923075
The Journey,3.3076923076923075
Wattstax,3.307856532877882
Million Dollar Baby,3.3079605263157896
Gleaming the Cube,3.3083801599308407
The Matrix Revolutions,3.308572179858007
We Own the Night,3.3090745732255167
Petulia,3.3092105263157894
My Own Private Idaho,3.309568015843545
Bad Education,3.3099591691816084
Disclosure,3.31019313304721
McCinsey's Island,3.310344827586207
The Running Man,3.311320754716981
Some Girls Do,3.312
Rising Sun,3.3123486682808716
A Pigeon Sat on a Branch Reflecting on Existence,3.3125
Copper Canyon,3.3125
DJ Q.bert's Wave Twisters,3.3125
Feed the Kitty,3.3125
Padayappa,3.3125
Ratchet,3.3125
The Ministers,3.3125
The magnetic man,3.3125
Una noche,3.3125
Guter Junge,3.3125116192600856
The Horror of Frankenstein,3.312809917355372
Into the Mirror,3.3134328358208953
American Pie,3.313488759367194
Licence to Kill,3.3139306736429037
Clambake,3.3141025641025643
Impostor,3.314207650273224
Kafka,3.31422965716646
Tom Thumb,3.314814814814815
Triangle,3.314814814814815
The Chronicles of Narnia: Prince Caspian,3.314892566065695
Conversations with My Gardener,3.315129449838188
The Pearl of Death,3.3152173913043477
Gargoyles,3.315436241610738
Betty Blowtorch: And Her Amazing True Life Adventures,3.3154613466334166
Frontier of the Dawn,3.3157894736842106
The Kill Hole,3.3157894736842106
The Last Man,3.3157894736842106
Parole Violators,3.316860465116279
Alice's Wonderland,3.3181818181818183
An Invisible Sign,3.3181818181818183
Anima Mundi,3.3181818181818183
Dead Times,3.3181818181818183
The Company She Keeps,3.3181818181818183
The Family Game,3.3181818181818183
Asterix & Obelix: Mission Cleopatra,3.3184319119669876
The Ten Lives of Titanics the Cat,3.3191489361702127
The Three Musketeers,3.319484240687679
The Fugitive,3.3197278911564627
A Return to Salem's Lot,3.32
The Unknown Man,3.32
Enigma,3.3202328966521106
Black Lightning,3.3208955223880596
Radio Days,3.3214285714285716
Summer and Smoke,3.3214285714285716
The Testimony,3.3214285714285716
Tutte le donne della mia vita,3.3214285714285716
Zandy's Bride,3.3214285714285716
The Climb,3.321875
Brotherhood of Death,3.3225806451612905
Colour of the Loyalty,3.3229166666666665
First Blood,3.3229166666666665
Shane,3.32311320754717
Fallout,3.3233532934131738
Gomorrah,3.323529411764706
Hungarian Rhapsody,3.323529411764706
The Man Who Wouldn't Die,3.323529411764706
When Saturday Comes,3.3237487969201154
Dial M for Murder,3.3238307349665925
The 12 Dogs of Christmas,3.3238636363636362
Soccer Dog: The Movie,3.3241758241758244
The Straight Story,3.3241758241758244
The Final,3.324324324324324
Devil in the Flesh,3.3244238156209986
Michael,3.324593128390597
The Freebie,3.324675324675325
Cat People,3.325
Fantômas: The False Magistrate,3.325
Magic,3.325
The Headless Woman,3.325
The Lost World,3.3253968253968256
The Night Child,3.325586015097338
Don Juan DeMarco,3.325736793979039
Forrest Gump,3.326441784548422
"Mommies, Happy New Year!",3.326530612244898
Fantomas Unleashed,3.3267326732673266
The Passerby,3.3268156424581004
Spin,3.326923076923077
One in the Chamber,3.3269628099173554
It's a Wonderful Life,3.3271028037383177
The Hunt for the BTK Killer,3.327272727272727
Baghead,3.3275862068965516
Trapped in the Closet: Chapters 1-12,3.3275862068965516
Entre Nos,3.3278688524590163
Back to the Future,3.3279824718297264
Returner,3.3284182305630026
"There's Good Weather in Deribasovskaya, Or It's Raining Again in Brighton Beach",3.3285714285714287
8MM 2,3.3289473684210527
Fantomas,3.329113924050633
Battlefield Earth,3.3292682926829267
Die Hard 2,3.3296318760789436
Ramona and Beezus,3.3297872340425534
Saving Private Ryan,3.33
R.I.P.D.,3.330188679245283
Abbott and Costello Meet Frankenstein,3.3305555555555557
From Noon Till Three,3.3308457711442787
Big,3.331001076426265
"The Barbaric Beast of Boggy Creek, Part II",3.33125
Pickpocket,3.3313953488372094
Joyride,3.3317757009345796
Ronja Robbersdaughter,3.3320581484315226
Meet the Parents,3.332478563987499
Heartbreak Hotel,3.3325396825396827
56 Up,3.3333333333333335
Aladdin and the Death Lamp,3.3333333333333335
All the Vermeers in New York,3.3333333333333335
Alyce Kills,3.3333333333333335
"Andrew Jenks, Room 335",3.3333333333333335
Another Woman's Life,3.3333333333333335
Asoka,3.3333333333333335
Atomic War Bride,3.3333333333333335
Ayurveda: Art of Being,3.3333333333333335
Bad Luck,3.3333333333333335
Beautiful,3.3333333333333335
Bush Christmas,3.3333333333333335
Chapiteau-Show,3.3333333333333335
Code Unknown,3.3333333333333335
Dans la peau d'une grande,3.3333333333333335
Dumb and Dumber To,3.3333333333333335
Excess Baggage,3.3333333333333335
Farmageddon,3.3333333333333335
Fatal Instinct,3.3333333333333335
Gingerdead Man 3: Saturday Night Cleaver,3.3333333333333335
Hate Thy Neighbor,3.3333333333333335
I Eat Your Skin,3.3333333333333335
Imagine: John Lennon,3.3333333333333335
In the Mood for Love,3.3333333333333335
Informant,3.3333333333333335
Invader,3.3333333333333335
Karen Cries on the Bus,3.3333333333333335
Koyla,3.3333333333333335
L'Antisémite,3.3333333333333335
La Bandera,3.3333333333333335
Miss Lulu Bett,3.3333333333333335
Mysterious Island,3.3333333333333335
Outrage,3.3333333333333335
Paraguayan Hammock,3.3333333333333335
Predictions of Fire,3.3333333333333335
Pyaar Kiya To Darna Kya,3.3333333333333335
Rat Fever,3.3333333333333335
See the Sea,3.3333333333333335
Six Ways to Sunday,3.3333333333333335
Soldier Ivan Brovkin,3.3333333333333335
The Art of Love,3.3333333333333335
The Disenchanted,3.3333333333333335
The Girl,3.3333333333333335
The Great Caruso,3.3333333333333335
The Last Letter,3.3333333333333335
The Last Sentence,3.3333333333333335
The Lifeguard,3.3333333333333335
The One,3.3333333333333335
The Promise,3.3333333333333335
The Rich Are Always with Us,3.3333333333333335
The Smurfs 2,3.3333333333333335
There Will Come a Day,3.3333333333333335
Transylvania Twist,3.3333333333333335
Violent City,3.3333333333333335
