university_year,total_score
Kent State University 2011,
Kent State University 2014,
King Abdulaziz University 2014,
King Abdulaziz University 2015,
King Abdullah University of Science and Technology 2014,
King Abdullah University of Science and Technology 2015,
King Fahd University of Petroleum & Minerals 2010,
King Fahd University of Petroleum & Minerals 2011,
King Fahd University of Petroleum & Minerals 2014,
King Fahd University of Petroleum & Minerals 2015,
King Saud University 2009,
King Saud University 2010,
King Saud University 2011,
King Saud University 2012,
King Saud University 2014,
King Saud University 2015,
Kobe University 2005,
Kobe University 2006,
Kobe University 2007,
Kobe University 2008,
Kobe University 2009,
Kobe University 2010,
Kobe University 2011,
Kobe University 2014,
Kobe University 2015,
Korea Advanced Institute of Science and Technology 2005,
Korea Advanced Institute of Science and Technology 2006,
Korea Advanced Institute of Science and Technology 2007,
Korea Advanced Institute of Science and Technology 2008,
Korea Advanced Institute of Science and Technology 2009,
Korea Advanced Institute of Science and Technology 2010,
Korea Advanced Institute of Science and Technology 2011,
Korea Advanced Institute of Science and Technology 2012,
Korea Advanced Institute of Science and Technology 2014,
Korea Advanced Institute of Science and Technology 2015,
Korea University 2005,
Korea University 2006,
Korea University 2007,
Korea University 2008,
Korea University 2009,
Korea University 2010,
Korea University 2011,
Korea University 2014,
Korea University 2015,
Kumamoto University 2005,
Kumamoto University 2006,
Kumamoto University 2007,
Kumamoto University 2009,
Kyung Hee University 2010,
Kyung Hee University 2011,
Kyung Hee University 2014,
Kyung Hee University 2015,
Kyungpook National University 2005,
Kyungpook National University 2006,
Kyungpook National University 2009,
Kyungpook National University 2010,
Kyungpook National University 2011,
Kyungpook National University 2015,
Kyushu University 2005,
Kyushu University 2006,
Kyushu University 2007,
Kyushu University 2008,
Kyushu University 2009,
Kyushu University 2010,
Kyushu University 2011,
Kyushu University 2012,
Kyushu University 2014,
Kyushu University 2015,
La Trobe University 2005,
La Trobe University 2006,
La Trobe University 2007,
La Trobe University 2008,
La Trobe University 2009,
La Trobe University 2010,
La Trobe University 2011,
Lancaster University 2005,
Lancaster University 2006,
Lancaster University 2007,
Lancaster University 2008,
Lancaster University 2009,
Lancaster University 2010,
Lancaster University 2011,
Lancaster University 2012,
Lancaster University 2014,
Lancaster University 2015,
Lanzhou University 2007,
Lanzhou University 2008,
Lanzhou University 2009,
Lanzhou University 2010,
Lanzhou University 2011,
Lanzhou University 2014,
Lanzhou University 2015,
Laval University 2005,
Laval University 2006,
Laval University 2007,
Laval University 2008,
Laval University 2009,
Laval University 2010,
Laval University 2011,
Laval University 2012,
Laval University 2014,
Laval University 2015,
Lehigh University 2005,
Lehigh University 2006,
Lehigh University 2007,
Lehigh University 2009,
Lehigh University 2010,
Lehigh University 2011,
Linkoping University 2005,
Linkoping University 2006,
Linkoping University 2007,
Linkoping University 2008,
Linkoping University 2009,
Linkoping University 2010,
Linkoping University 2011,
Linkoping University 2014,
Linkoping University 2015,
London School of Economics and Political Science 2005,
London School of Economics and Political Science 2006,
London School of Economics and Political Science 2007,
London School of Economics and Political Science 2008,
London School of Economics and Political Science 2009,
London School of Economics and Political Science 2010,
London School of Economics and Political Science 2011,
London School of Economics and Political Science 2012,
London School of Economics and Political Science 2014,
London School of Economics and Political Science 2015,
London School of Hygiene & Tropical Medicine 2014,
London School of Hygiene & Tropical Medicine 2015,
London School of Hygiene and Tropical Medicine 2005,
London School of Hygiene and Tropical Medicine 2006,
London School of Hygiene and Tropical Medicine 2007,
London School of Hygiene and Tropical Medicine 2008,
London School of Hygiene and Tropical Medicine 2009,
London School of Hygiene and Tropical Medicine 2010,
London School of Hygiene and Tropical Medicine 2011,
Loughborough University 2006,
Louisiana State University - Baton Rouge 2005,
Louisiana State University - Baton Rouge 2006,
Louisiana State University - Baton Rouge 2007,
Louisiana State University - Baton Rouge 2008,
Louisiana State University - Baton Rouge 2009,
Louisiana State University - Baton Rouge 2010,
Louisiana State University - Baton Rouge 2011,
Louisiana State University - Baton Rouge 2012,
Louisiana State University - Baton Rouge 2014,
Louisiana State University - Baton Rouge 2015,
Louisiana State University Health Sciences Center 2006,
Loyola University Chicago 2005,
Lund University 2009,
Lund University 2010,
Lund University 2011,
Lund University 2012,
Lund University 2014,
Lund University 2015,
MINES ParisTech 2014,
MINES ParisTech 2015,
Maastricht University 2014,
Maastricht University 2015,
Macquarie University 2005,
Macquarie University 2006,
Macquarie University 2007,
Macquarie University 2008,
Macquarie University 2009,
Macquarie University 2010,
Macquarie University 2011,
Macquarie University 2012,
Macquarie University 2014,
Macquarie University 2015,
Massey University 2005,
Massey University 2006,
Massey University 2007,
Massey University 2008,
Massey University 2009,
Massey University 2010,
Massey University 2011,
Mayo Medical School 2005,
Mayo Medical School 2006,
Mayo Medical School 2007,
Mayo Medical School 2008,
Mayo Medical School 2009,
Mayo Medical School 2010,
Mayo Medical School 2011,
Mayo Medical School 2012,
Mayo Medical School 2014,
Mayo Medical School 2015,
Medical College of Georgia 2005,
Medical College of Georgia 2006,
Medical College of Georgia 2007,
Medical College of Georgia 2008,
Medical College of Wisconsin 2005,
Medical College of Wisconsin 2006,
Medical College of Wisconsin 2007,
Medical College of Wisconsin 2008,
Medical College of Wisconsin 2009,
Medical College of Wisconsin 2010,
Medical College of Wisconsin 2011,
Medical University of Graz 2005,
Medical University of Graz 2006,
Medical University of Graz 2007,
Medical University of Graz 2008,
Medical University of Graz 2009,
Medical University of Graz 2010,
Medical University of Graz 2011,
Medical University of Graz 2014,
Medical University of Graz 2015,
Medical University of Innsbruck 2005,
Medical University of Innsbruck 2006,
Medical University of Innsbruck 2007,
Medical University of Innsbruck 2008,
Medical University of Innsbruck 2009,
Medical University of Innsbruck 2010,
Medical University of Innsbruck 2011,
Medical University of South Carolina 2005,
Medical University of South Carolina 2006,
Medical University of South Carolina 2007,
Medical University of South Carolina 2008,
Medical University of South Carolina 2009,
Medical University of South Carolina 2010,
Medical University of South Carolina 2011,
Medical University of South Carolina 2014,
Medical University of South Carolina 2015,
Medical University of Vienna 2006,
Medical University of Vienna 2007,
Medical University of Vienna 2008,
Medical University of Vienna 2009,
Medical University of Vienna 2010,
Medical University of Vienna 2011,
Medical University of Vienna 2012,
Medical University of Vienna 2014,
Medical University of Vienna 2015,
Memorial University of Newfoundland 2005,
Michigan State University 2014,
Michigan Technological University 2005,
Michigan Technological University 2006,
Michigan Technological University 2007,
Michigan Technological University 2008,
Mississippi State University 2006,
Mississippi State University 2007,
Mississippi State University 2008,
Monash University 2005,
Monash University 2006,
Monash University 2007,
Monash University 2008,
Monash University 2009,
Monash University 2010,
Monash University 2011,
Monash University 2012,
Monash University 2014,
Monash University 2015,
Montana State University - Bozeman 2005,
Montana State University - Bozeman 2006,
Montana State University - Bozeman 2007,
Montana State University - Bozeman 2008,
Montana State University - Bozeman 2009,
Montana State University - Bozeman 2010,
Montana State University - Bozeman 2011,
Mount Sinai School of Medicine 2005,
Mount Sinai School of Medicine 2006,
Mount Sinai School of Medicine 2007,
Mount Sinai School of Medicine 2008,
Mount Sinai School of Medicine 2009,
Mount Sinai School of Medicine 2010,
Mount Sinai School of Medicine 2011,
Mount Sinai School of Medicine 2012,
Murdoch University 2005,
Murdoch University 2006,
Murdoch University 2007,
Nagasaki University 2005,
Nagasaki University 2006,
Nagasaki University 2007,
Nagasaki University 2008,
Nagasaki University 2009,
Nagasaki University 2010,
Nagasaki University 2011,
Nagoya University 2005,
Nagoya University 2008,
Nagoya University 2014,
Nanjing Medical University 2014,
Nanjing Medical University 2015,
Nanjing University 2005,
Nanjing University 2006,
Nanjing University 2007,
Nanjing University 2008,
Nanjing University 2009,
Nanjing University 2010,
Nanjing University 2011,
Nanjing University 2012,
Nanjing University 2014,
Nanjing University 2015,
Nankai University 2007,
Nankai University 2008,
Nankai University 2009,
Nankai University 2010,
Nankai University 2011,
Nankai University 2014,
Nankai University 2015,
Nanyang Technological University 2005,
Nanyang Technological University 2006,
Nanyang Technological University 2007,
Nanyang Technological University 2008,
Nanyang Technological University 2009,
Nanyang Technological University 2010,
Nanyang Technological University 2011,
Nanyang Technological University 2012,
Nanyang Technological University 2014,
Nanyang Technological University 2015,
Nara Institute of Science and Technology 2005,
Nara Institute of Science and Technology 2006,
Nara Institute of Science and Technology 2007,
Nara Institute of Science and Technology 2008,
Nara Institute of Science and Technology 2009,
Nara Institute of Science and Technology 2011,
Nara Institute of Science and Technology 2015,
National Autonomous University of Mexico 2005,
National Autonomous University of Mexico 2006,
National Autonomous University of Mexico 2007,
National Autonomous University of Mexico 2008,
National Autonomous University of Mexico 2009,
National Autonomous University of Mexico 2010,
National Autonomous University of Mexico 2011,
National Autonomous University of Mexico 2012,
National Autonomous University of Mexico 2014,
National Autonomous University of Mexico 2015,
National Central University 2007,
National Central University 2008,
National Central University 2009,
National Central University 2010,
National Central University 2011,
National Cheng Kung University 2005,
National Cheng Kung University 2006,
National Cheng Kung University 2007,
National Cheng Kung University 2008,
National Cheng Kung University 2009,
National Cheng Kung University 2010,
National Cheng Kung University 2011,
National Cheng Kung University 2012,
National Cheng Kung University 2014,
National Cheng Kung University 2015,
National Chiao Tung University 2005,
National Chiao Tung University 2006,
National Chiao Tung University 2007,
National Chiao Tung University 2008,
National Chiao Tung University 2009,
National Chiao Tung University 2010,
National Chiao Tung University 2011,
National Chiao Tung University 2014,
National Chiao Tung University 2015,
National Sun Yat-Sen University 2014,
National Sun Yat-Sen University 2015,
National Taiwan University 2005,
National Taiwan University 2006,
National Taiwan University 2007,
National Taiwan University 2008,
National Taiwan University 2009,
National Taiwan University 2010,
National Taiwan University 2011,
National Taiwan University 2012,
National Taiwan University 2014,
National Taiwan University 2015,
National Tsing Hua University 2005,
National Tsing Hua University 2006,
National Tsing Hua University 2007,
National Tsing Hua University 2008,
National Tsing Hua University 2009,
National Tsing Hua University 2010,
National Tsing Hua University 2011,
National Tsing Hua University 2012,
National Tsing Hua University 2014,
National Tsing Hua University 2015,
National University of Singapore 2005,
National University of Singapore 2006,
National University of Singapore 2007,
National University of Singapore 2008,
National University of Singapore 2009,
National University of Singapore 2010,
National University of Singapore 2011,
National University of Singapore 2012,
National University of Singapore 2014,
National University of Singapore 2015,
National Yang Ming University 2005,
National Yang Ming University 2006,
National Yang Ming University 2007,
National Yang Ming University 2008,
National Yang Ming University 2009,
National Yang Ming University 2010,
National Yang Ming University 2011,
National Yang Ming University 2014,
National and Kapodistrian University of Athens 2005,
National and Kapodistrian University of Athens 2006,
National and Kapodistrian University of Athens 2007,
National and Kapodistrian University of Athens 2008,
National and Kapodistrian University of Athens 2009,
National and Kapodistrian University of Athens 2010,
National and Kapodistrian University of Athens 2011,
National and Kapodistrian University of Athens 2014,
National and Kapodistrian University of Athens 2015,
New Jersey Institute of Technology 2005,
New Jersey Institute of Technology 2006,
New Mexico State University 2005,
New Mexico State University 2006,
New Mexico State University 2007,
New Mexico State University 2008,
Newcastle University 2005,
Newcastle University 2006,
Newcastle University 2007,
Newcastle University 2008,
Newcastle University 2009,
Newcastle University 2010,
Newcastle University 2011,
Newcastle University 2012,
Newcastle University 2014,
Newcastle University 2015,
Nihon University 2005,
Nihon University 2006,
Nihon University 2007,
Nihon University 2008,
Nihon University 2009,
Nihon University 2010,
Nihon University 2011,
Niigata University 2005,
Niigata University 2006,
Niigata University 2007,
Niigata University 2008,
Niigata University 2009,
Niigata University 2010,
Niigata University 2011,
North Carolina State University - Raleigh 2005,
North Carolina State University - Raleigh 2006,
North Carolina State University - Raleigh 2007,
North Carolina State University - Raleigh 2008,
North Carolina State University - Raleigh 2009,
North Carolina State University - Raleigh 2010,
North Carolina State University - Raleigh 2011,
North Carolina State University - Raleigh 2012,
North Carolina State University - Raleigh 2014,
North Carolina State University - Raleigh 2015,
Northeastern University 2005,
Northeastern University 2006,
Northeastern University 2007,
Northeastern University 2008,
Northeastern University 2009,
Northeastern University 2010,
Northeastern University 2011,
Northeastern University 2014,
Northeastern University 2015,
Northern Arizona University 2005,
Norwegian University of Science and Technology - NTNU 2014,
Norwegian University of Science and Technology - NTNU 2015,
Norwegian University of Science and Technology 2005,
Norwegian University of Science and Technology 2006,
Norwegian University of Science and Technology 2007,
Norwegian University of Science and Technology 2008,
Norwegian University of Science and Technology 2009,
Norwegian University of Science and Technology 2010,
Norwegian University of Science and Technology 2011,
Norwegian University of Science and Technology 2012,
Ohio University 2010,
Okayama University 2005,
Okayama University 2006,
Okayama University 2007,
Okayama University 2008,
Okayama University 2009,
Okayama University 2010,
Okayama University 2011,
Okayama University 2014,
Okayama University 2015,
Oklahoma State University 2014,
Oklahoma State University 2015,
Old Dominion University 2005,
Old Dominion University 2007,
Oregon Health and Science University 2005,
Oregon Health and Science University 2006,
Oregon Health and Science University 2007,
Oregon Health and Science University 2008,
Oregon Health and Science University 2009,
Oregon Health and Science University 2010,
Oregon Health and Science University 2011,
Oregon Health and Science University 2012,
Oregon Health and Science University 2014,
Oregon Health and Science University 2015,
Oregon State University 2005,
Oregon State University 2006,
Oregon State University 2007,
Oregon State University 2008,
Oregon State University 2009,
Oregon State University 2010,
Oregon State University 2011,
Oregon State University 2012,
Oregon State University 2014,
Oregon State University 2015,
Osaka City University 2005,
Osaka City University 2007,
Osaka City University 2008,
Osaka City University 2009,
Osaka City University 2014,
Osaka Prefecture University 2005,
Osaka Prefecture University 2006,
Osaka Prefecture University 2007,
Osaka Prefecture University 2008,
Osaka Prefecture University 2009,
Osaka Prefecture University 2010,
Paris Dauphine University (Paris 9) 2015,
Paul Sabatier University (Toulouse 3) 2005,
Paul Sabatier University (Toulouse 3) 2006,
Paul Sabatier University (Toulouse 3) 2007,
Paul Sabatier University (Toulouse 3) 2008,
Paul Sabatier University (Toulouse 3) 2009,
Paul Sabatier University (Toulouse 3) 2010,
Paul Sabatier University (Toulouse 3) 2011,
Paul Sabatier University (Toulouse 3) 2012,
Paul Sabatier University (Toulouse 3) 2014,
Paul Sabatier University (Toulouse 3) 2015,
Peking Union Medical College 2014,
Peking Union Medical College 2015,
Peking University 2005,
Peking University 2006,
Peking University 2007,
Peking University 2008,
Peking University 2009,
Peking University 2010,
Peking University 2011,
Peking University 2012,
Peking University 2014,
Peking University 2015,
Pohang University of Science and Technology 2005,
Pohang University of Science and Technology 2006,
Pohang University of Science and Technology 2007,
Pohang University of Science and Technology 2008,
Pohang University of Science and Technology 2009,
Pohang University of Science and Technology 2010,
Pohang University of Science and Technology 2011,
Pohang University of Science and Technology 2014,
Pohang University of Science and Technology 2015,
Polytechnic Institute of Milan 2005,
Polytechnic Institute of Milan 2006,
Polytechnic Institute of Milan 2007,
Polytechnic Institute of Milan 2008,
Polytechnic Institute of Milan 2009,
Polytechnic Institute of Milan 2010,
Polytechnic Institute of Milan 2011,
Polytechnic Institute of Milan 2012,
Polytechnic Institute of Milan 2014,
Polytechnic Institute of Milan 2015,
Polytechnic University of Catalonia 2014,
Polytechnic University of Catalonia 2015,
Polytechnic University of Turin 2005,
Polytechnic University of Turin 2006,
Polytechnic University of Turin 2007,
Polytechnic University of Turin 2008,
Polytechnic University of Turin 2009,
Polytechnic University of Turin 2010,
Polytechnic University of Turin 2011,
Polytechnic University of Valencia 2005,
Polytechnic University of Valencia 2006,
Polytechnic University of Valencia 2007,
Polytechnic University of Valencia 2008,
Polytechnic University of Valencia 2009,
Polytechnic University of Valencia 2010,
Polytechnic University of Valencia 2011,
Polytechnic University of Valencia 2014,
Polytechnic University of Valencia 2015,
Pompeu Fabra University 2015,
Portland State University 2010,
Pusan National University 2006,
Pusan National University 2007,
Pusan National University 2008,
Pusan National University 2009,
Pusan National University 2010,
Pusan National University 2011,
Pusan National University 2015,
Queen Mary University of London 2015,
"Queen Mary, U. of London 2005",
"Queen Mary, U. of London 2006",
"Queen Mary, U. of London 2007",
"Queen Mary, U. of London 2008",
"Queen Mary, U. of London 2009",
"Queen Mary, U. of London 2010",
"Queen Mary, U. of London 2011",
"Queen Mary, U. of London 2012",
"Queen Mary, University of London 2014",
Queen's University 2005,
Queen's University 2006,
Queen's University 2007,
Queen's University 2007,
Queen's University 2008,
Queen's University 2008,
Queen's University 2009,
Queen's University 2010,
Queen's University 2010,
Queen's University 2011,
Queen's University 2012,
Queen's University 2014,
Queen's University 2015,
Queen's University Belfast 2005,
Queen's University Belfast 2006,
Queen's University Belfast 2009,
Queen's University Belfast 2011,
Queen's University Belfast 2014,
Queen's University Belfast 2015,
Queensland University of Technology 2015,
RWTH Aachen University 2005,
RWTH Aachen University 2006,
RWTH Aachen University 2007,
RWTH Aachen University 2008,
RWTH Aachen University 2009,
RWTH Aachen University 2010,
RWTH Aachen University 2011,
RWTH Aachen University 2012,
RWTH Aachen University 2014,
RWTH Aachen University 2015,
Radboud University Nijmegen 2005,
Radboud University Nijmegen 2006,
Radboud University Nijmegen 2007,
Radboud University Nijmegen 2008,
Radboud University Nijmegen 2009,
Radboud University Nijmegen 2010,
Radboud University Nijmegen 2011,
Radboud University Nijmegen 2012,
Radboud University Nijmegen 2014,
Radboud University Nijmegen 2015,
Rensselaer Polytechnic Institute 2005,
Rensselaer Polytechnic Institute 2006,
Rensselaer Polytechnic Institute 2007,
Rensselaer Polytechnic Institute 2008,
Rensselaer Polytechnic Institute 2009,
Rensselaer Polytechnic Institute 2010,
Rensselaer Polytechnic Institute 2011,
Rensselaer Polytechnic Institute 2012,
Rensselaer Polytechnic Institute 2014,
Rensselaer Polytechnic Institute 2015,
"Royal Holloway, U. of London 2005",
"Royal Holloway, U. of London 2006",
"Royal Holloway, U. of London 2007",
"Royal Holloway, U. of London 2008",
"Royal Holloway, U. of London 2009",
Royal Institute of Technology 2005,
Royal Institute of Technology 2006,
Royal Institute of Technology 2007,
Royal Institute of Technology 2008,
Royal Institute of Technology 2009,
Royal Institute of Technology 2010,
Royal Institute of Technology 2011,
Royal Institute of Technology 2012,
Royal Institute of Technology 2014,
Rush University 2014,
Rush University 2015,
SUNY at Albany 2014,
Saarland University 2005,
Saarland University 2006,
Saarland University 2007,
Saint Louis University 2005,
Saint Louis University 2006,
Saint Louis University 2007,
Saint Louis University 2008,
Saint Louis University 2009,
Saint Louis University 2010,
Saint Louis University 2011,
Saint Louis University 2014,
Saint Louis University 2015,
Saint Petersburg State University 2005,
Saint Petersburg State University 2006,
Saint Petersburg State University 2007,
Saint Petersburg State University 2008,
Saint Petersburg State University 2009,
Saint Petersburg State University 2010,
Saint Petersburg State University 2011,
Saint Petersburg State University 2014,
Saint Petersburg State University 2015,
San Diego State University 2005,
San Diego State University 2006,
San Diego State University 2007,
San Diego State University 2008,
San Diego State University 2009,
San Diego State University 2010,
San Diego State University 2011,
San Diego State University 2014,
San Diego State University 2015,
Sao Paulo State University 2005,
Sao Paulo State University 2006,
Sao Paulo State University 2007,
Sao Paulo State University 2008,
Sao Paulo State University 2009,
Sao Paulo State University 2010,
Sao Paulo State University 2011,
Sapienza University of Rome 2015,
Scuola Normale Superiore - Pisa 2005,
Scuola Normale Superiore - Pisa 2006,
Scuola Normale Superiore - Pisa 2007,
Scuola Normale Superiore - Pisa 2008,
Scuola Normale Superiore - Pisa 2009,
Scuola Normale Superiore - Pisa 2010,
Scuola Normale Superiore - Pisa 2011,
Scuola Normale Superiore - Pisa 2012,
Scuola Normale Superiore - Pisa 2014,
Scuola Normale Superiore - Pisa 2015,
Seoul National University 2005,
Seoul National University 2006,
Seoul National University 2007,
Seoul National University 2008,
Seoul National University 2009,
Seoul National University 2010,
Seoul National University 2011,
Seoul National University 2012,
Seoul National University 2014,
Seoul National University 2015,
Shandong University 2006,
Shandong University 2007,
Shandong University 2008,
Shandong University 2009,
Shandong University 2010,
Shandong University 2011,
Shandong University 2014,
Shandong University 2015,
Shanghai Jiao Tong University 2005,
Shanghai Jiao Tong University 2006,
Shanghai Jiao Tong University 2007,
Shanghai Jiao Tong University 2008,
Shanghai Jiao Tong University 2009,
Shanghai Jiao Tong University 2010,
Shanghai Jiao Tong University 2011,
Shanghai Jiao Tong University 2012,
Shanghai Jiao Tong University 2014,
Shanghai Jiao Tong University 2015,
Sharif University of Technology 2015,
Sichuan University 2008,
Sichuan University 2009,
Sichuan University 2010,
Sichuan University 2011,
Sichuan University 2014,
Sichuan University 2015,
Simon Fraser University 2005,
Simon Fraser University 2006,
Simon Fraser University 2007,
Simon Fraser University 2008,
Simon Fraser University 2009,
Simon Fraser University 2010,
Simon Fraser University 2011,
Simon Fraser University 2012,
Simon Fraser University 2014,
Simon Fraser University 2015,
Soochow University 2014,
Soochow University 2015,
South China University of Technology 2014,
South China University of Technology 2015,
Southeast University 2010,
Southeast University 2011,
Southeast University 2014,
Southeast University 2015,
Southern Methodist University 2005,
Southern Methodist University 2006,
Southern Methodist University 2007,
Southern Methodist University 2008,
Southern Methodist University 2009,
State University of Campinas 2005,
State University of Campinas 2006,
State University of Campinas 2007,
State University of Campinas 2008,
State University of Campinas 2009,
State University of Campinas 2010,
State University of Campinas 2011,
State University of Campinas 2012,
State University of New York Health Science Center at Brooklyn 2005,
State University of New York Health Science Center at Brooklyn 2006,
State University of New York Health Science Center at Brooklyn 2007,
State University of New York Health Science Center at Brooklyn 2008,
State University of New York Health Science Center at Brooklyn 2009,
State University of New York Health Science Center at Brooklyn 2010,
State University of New York Health Science Center at Brooklyn 2011,
State University of New York Health Science Center at Brooklyn 2014,
State University of New York Health Science Center at Brooklyn 2015,
State University of New York at Albany 2005,
State University of New York at Albany 2006,
State University of New York at Albany 2007,
State University of New York at Albany 2008,
State University of New York at Albany 2009,
State University of New York at Albany 2010,
State University of New York at Albany 2011,
State University of New York at Buffalo 2005,
State University of New York at Buffalo 2006,
State University of New York at Buffalo 2007,
State University of New York at Buffalo 2008,
State University of New York at Buffalo 2009,
State University of New York at Buffalo 2010,
State University of New York at Buffalo 2011,
State University of New York at Buffalo 2012,
State University of New York at Buffalo 2014,
State University of New York at Stony Brook 2005,
State University of New York at Stony Brook 2006,
State University of New York at Stony Brook 2007,
State University of New York at Stony Brook 2008,
State University of New York at Stony Brook 2009,
State University of New York at Stony Brook 2010,
State University of New York at Stony Brook 2011,
State University of New York at Stony Brook 2012,
Stellenbosch University 2014,
Stellenbosch University 2015,
Stockholm School of Economics 2005,
Stockholm School of Economics 2006,
Stockholm School of Economics 2007,
Stockholm School of Economics 2008,
Stockholm School of Economics 2009,
Stockholm School of Economics 2010,
Stockholm School of Economics 2011,
Stockholm School of Economics 2014,
Stockholm School of Economics 2015,
Stony Brook University 2014,
Stony Brook University 2015,
Sun Yat-sen University 2007,
Sun Yat-sen University 2008,
Sun Yat-sen University 2009,
Sun Yat-sen University 2010,
Sun Yat-sen University 2011,
Sun Yat-sen University 2014,
Sun Yat-sen University 2015,
Sungkyunkwan University 2005,
Sungkyunkwan University 2006,
Sungkyunkwan University 2007,
Sungkyunkwan University 2008,
Sungkyunkwan University 2009,
Sungkyunkwan University 2010,
Sungkyunkwan University 2011,
Sungkyunkwan University 2012,
Sungkyunkwan University 2014,
Sungkyunkwan University 2015,
Swansea Univ 2005,
Swansea Univ 2006,
Swansea Univ 2007,
Swansea Univ 2008,
Swedish University of Agricultural Sciences 2005,
Swedish University of Agricultural Sciences 2006,
Swedish University of Agricultural Sciences 2007,
Swedish University of Agricultural Sciences 2008,
Swedish University of Agricultural Sciences 2009,
Swedish University of Agricultural Sciences 2010,
Swedish University of Agricultural Sciences 2011,
Swedish University of Agricultural Sciences 2014,
Swedish University of Agricultural Sciences 2015,
Swinburne University of Technology 2009,
Swinburne University of Technology 2010,
Swinburne University of Technology 2011,
Swinburne University of Technology 2014,
Swinburne University of Technology 2015,
Swiss Federal Institute of Technology Lausanne 2015,
Swiss Federal Institute of Technology of Lausanne 2005,
Swiss Federal Institute of Technology of Lausanne 2006,
Swiss Federal Institute of Technology of Lausanne 2007,
Swiss Federal Institute of Technology of Lausanne 2008,
Swiss Federal Institute of Technology of Lausanne 2009,
Swiss Federal Institute of Technology of Lausanne 2010,
Swiss Federal Institute of Technology of Lausanne 2011,
Swiss Federal Institute of Technology of Lausanne 2012,
Syracuse University 2005,
Syracuse University 2006,
Syracuse University 2007,
Syracuse University 2008,
Syracuse University 2009,
Syracuse University 2010,
Syracuse University 2011,
Syracuse University 2014,
Syracuse University 2015,
TU Dresden 2014,
TU Dresden 2015,
Technical University Darmstadt 2005,
Technical University Darmstadt 2006,
Technical University Darmstadt 2007,
Technical University Darmstadt 2008,
Technical University Darmstadt 2009,
Technical University Darmstadt 2010,
Technical University Darmstadt 2011,
Technical University Darmstadt 2014,
Technical University Darmstadt 2015,
Technical University of Berlin 2005,
Technical University of Berlin 2006,
Technical University of Berlin 2007,
Technical University of Berlin 2008,
Technical University of Berlin 2009,
Technical University of Berlin 2010,
Technical University of Berlin 2011,
Technical University of Berlin 2012,
Technical University of Berlin 2014,
Technical University of Berlin 2015,
Technical University of Braunschweig 2005,
Technical University of Braunschweig 2006,
Technical University of Braunschweig 2007,
Technical University of Braunschweig 2008,
Technical University of Braunschweig 2009,
Technical University of Braunschweig 2010,
Technical University of Braunschweig 2011,
Technical University of Braunschweig 2014,
Technical University of Braunschweig 2015,
Technical University of Denmark 2005,
Technical University of Denmark 2006,
Technical University of Denmark 2007,
Technical University of Denmark 2008,
Technical University of Denmark 2009,
Technical University of Denmark 2010,
Technical University of Denmark 2011,
Technical University of Denmark 2012,
Technical University of Denmark 2014,
Technical University of Denmark 2015,
Technion-Israel Institute of Technology 2005,
Technion-Israel Institute of Technology 2006,
Technion-Israel Institute of Technology 2007,
Technion-Israel Institute of Technology 2008,
Technion-Israel Institute of Technology 2009,
Technion-Israel Institute of Technology 2010,
Technion-Israel Institute of Technology 2011,
Tel Aviv University 2005,
Tel Aviv University 2006,
Tel Aviv University 2007,
Tel Aviv University 2008,
Tel Aviv University 2009,
Tel Aviv University 2010,
Tel Aviv University 2011,
Tel Aviv University 2012,
Tel Aviv University 2014,
Tel Aviv University 2015,
Temple University 2005,
Temple University 2006,
Temple University 2007,
Temple University 2008,
Temple University 2009,
Temple University 2010,
Temple University 2011,
Temple University 2014,
Temple University 2015,
Texas Tech University 2005,
Texas Tech University 2006,
Texas Tech University 2007,
Texas Tech University 2008,
Texas Tech University 2009,
Texas Tech University 2010,
Texas Tech University 2011,
Texas Tech University 2015,
The Chinese University of Hong Kong 2005,
The Chinese University of Hong Kong 2006,
The Chinese University of Hong Kong 2007,
The Chinese University of Hong Kong 2008,
The Chinese University of Hong Kong 2009,
The Chinese University of Hong Kong 2010,
The Chinese University of Hong Kong 2011,
The Chinese University of Hong Kong 2012,
The Chinese University of Hong Kong 2014,
The Chinese University of Hong Kong 2015,
The College of  William and Mary 2005,
The College of  William and Mary 2006,
The College of  William and Mary 2007,
The George Washington University 2005,
The George Washington University 2006,
The George Washington University 2007,
The George Washington University 2008,
The George Washington University 2009,
The George Washington University 2010,
The George Washington University 2011,
The George Washington University 2012,
The George Washington University 2014,
The George Washington University 2015,
The Graduate University for Advanced Studies 2005,
The Hong Kong Polytechnic University 2005,
The Hong Kong Polytechnic University 2006,
The Hong Kong Polytechnic University 2007,
The Hong Kong Polytechnic University 2008,
The Hong Kong Polytechnic University 2009,
The Hong Kong Polytechnic University 2010,
The Hong Kong Polytechnic University 2011,
The Hong Kong Polytechnic University 2012,
The Hong Kong Polytechnic University 2014,
The Hong Kong Polytechnic University 2015,
The Hong Kong University of Science and Technology 2005,
The Hong Kong University of Science and Technology 2006,
The Hong Kong University of Science and Technology 2007,
The Hong Kong University of Science and Technology 2008,
The Hong Kong University of Science and Technology 2009,
The Hong Kong University of Science and Technology 2010,
The Hong Kong University of Science and Technology 2011,
The Hong Kong University of Science and Technology 2012,
The Hong Kong University of Science and Technology 2014,
The Hong Kong University of Science and Technology 2015,
The Open University 2005,
The Open University 2006,
The Open University 2007,
The Open University 2008,
The Open University 2009,
The Open University 2010,
The Open University 2011,
The Open University 2014,
